Address,Currency
0x78c38f6cc85b35fc310f16fd98841e9208b5a98a,ETH
0xae45073fff7192e6dda650e9335612ae0c7112b5,ETH
0x9bdb4d5c5cebfc2f2731a1660d2b7a1c32f4d7b0,ETH
0x45c362b4d9758d41838aa48278e084cc01f337df,ETH
0x5e28bdea5f876fcab980f69b66a02b643b69fb0e,ETH
0xef0312cd3e33687b2d9cf44eb704eaed2ee62ef2,ETH
0xc4b43308de9e54dd5f4950075205416128c83d26,ETH
0x3538e4d5ad11d75398fed2d7abb8572c0918f403,ETH
0x9b29aa6104dc5fa35121b828e44a7145ebcdf9cb,ETH
0x70d55cde93fabafb10696a01d2240bd6f9a48897,ETH
0x62661cc115bfc98980cb225ba9d27d384818310c,ETH
0x3fd7ece3af0419feae2511c52ef70d5c821ef72a,ETH
0x30624e1d34979de092fd7e9e693f0b77a5f364b8,ETH
0x9760430b51484039d93b9b5316f959ee03bd1cc1,ETH
0xa0359a989348111f236c5e97ec0bd7e6af52784a,ETH
0x67602bfbd465d6842768aa22a105560ed56e3ff3,ETH
0xb645207d064593a9938c3325ffb6176fbe30e4a3,ETH
0x76a88bc2ee6176875796afffb913972ab2a113a9,ETH
0x3e094dc680dc76f5974c2d387781251b64db2da1,ETH
0x2762f679734194de5893ce2791e921b59dc7d5fd,ETH
0xed0b721e4d02d6469822ec83885c335cec107259,ETH
0x8b9091a798191506172d28696175649356680a34,ETH
0x95b2b3ce97a1d7fc9d8e43d27e0be2c38d95cc8a,ETH
0x95b32662e26a318fa55374a4acfd4bf64685cc8a,ETH
0x88b7a30f3c4659dde7889a9e5e1e29d482f70346,ETH
0x88b953aabbd126beb0347c7a58e1672cc5bc0346,ETH
0x88be42128247376de8b59c846ef1a906744b780f,ETH
0xe02fed67c484b86818852749fc35712f7ad10414,ETH
0x117bbcf5f8f0402611a27ddfe37ad4732ef0294a,ETH
0x301aedd5df8fe23f2ec1d581b18fef4e7cfa77a6,ETH
0xcee9e4f79a5e4e2cafd9c34195140fa23f9ea1e2,ETH
0x1e6304ab1e0d2570210c2de1ca3e273c420199e7,ETH
0xc69b97b1f4390ce44156b7480c1390aa29873f05,ETH
0x0b662bc1d0f61f806c05a778cf45b6a79fa75d89,ETH
0xae4ea512281c042b1d8b4fc25981da3f6652e5d6,ETH
0x3d32b4f13c96b5286c93384167a62a8954bf7188,ETH
0x0542086a61b22d5ffef04875fc950e1f9309ea7a,ETH
0xa526c9f5dffce90c54cd46e164c29cef464a31f2,ETH
0x04ac7a34550c6339ddcf7a18f0c82084ef2af3d7,ETH
0x891c69c367756c8d3dfcd3117ffa9b2415e235c7,ETH
0x7b4964e81ab300cd042e6075bb7e773085d4b13c,ETH
0xe409c69aedc4165bc6f21bd0b3947091b7ad12a2,ETH
0xc4f64cba428d2513993d3b59ef9218d31c8d338c,ETH
0xc0b7f2ea6a3dd95ad3f5bd7936f2cb0a8ccb61e1,ETH
0x273a9ea8efefc88932306e45f1c49070f2989098,ETH
0x501124ee0c71179c207f1636bada2a57c5576341,ETH
0x95b8e4ba1d1f2f0af853c3b784a47ed27751cc8a,ETH
0x74c39fc88a180926bba65c2b4f2127fb6835f441,ETH
0x38aea7d57a7d5ca9c3bf2038872c10d1d2f658dd,ETH
0x29e5fc8cf0a9841c5e612462e5510c56e0b81b6f,ETH
0x1be856fc9672291d4d37518d5a5c198931254a72,ETH
0xdc8cde31f8656448c4e0ed6b3b944d4a4625bd24,ETH
0x2768b15c077077c6b3383239e7f0b4370987d5fd,ETH
0x9961c4db0c7c12817dbda0e9c898df577273ea8e,ETH
0x6aa1233dc1e4d34ca2f83c4ea7d15e5e09054c69,ETH
0x276b8d94259d30bdc9cc83abe652d273995ed5fd,ETH
0x174387c84125de0f734a03cf150bba37bc2cc0db,ETH
0x55ae01a0530c4b8d1f68347ab205ceab5eba0fd3,ETH
0xcc6b804de8ac1d45c9aaf4657c1c231c584e9256,ETH
0x9decc0a11761373d59173cad3dfda4a6bd699fdb,ETH
0xc2b88eb078aaae1b07af4e78cdfb6ce526ce8936,ETH
0x37f5de30266dceb82cdbe57fcfbf234eb09d8474,ETH
0x614534a55266e81dcdbfc7e7c57006434644fe85,ETH
0x597ba0c58db9dbb10e78542a40aa9d6d965641a1,ETH
0x01c4f0c4b044bbc15272e2cd67e9945ae3c62712,ETH
0xced39c85035c2918cc27dac68e6e291ba819075b,ETH
0x1bbe731d0fb6030e82156e058e8429ef2d18afe6,ETH
0x5a0e07ec9dbc0462fc53d0aadf98e97572e0aa86,ETH
0xf49a4a9f742ddc51b6eef57676ab1a285c7bb65e,ETH
0x9dea807c0cf68b722f6d17a6fdd8de6a40e75999,ETH
0x8881f8c0481a83941d00fb6c2d2e9b5ba62d346f,ETH
0x36a573513c84c99bc17aad3a6d0851dec7d39f46,ETH
0xd241f0d5541f61a66efed295845e7351bd36053f,ETH
0x74cf53c7a6488bdbfa570c3df95408ab5edbf441,ETH
0x45a7e88790b3a40aacee1b238de00415ee7bc0cb,ETH
0x739069818ab75446d9d2c50356e7d9cbd4290c47,ETH
0x73dedf203a2585bade2e22c89b6235d026ad7798,ETH
0x0edf71a95e91c652b4da7b92fac7ddb1a58d5550,ETH
0x6d2af3b2c6917db4fd6b3a3c6c45b72bbbf29c05,ETH
0x9d29ef4e7dd5a215925caeab557d91c7e0f2c5b8,ETH
0x08730418e2f3a52b7abbd8714ff1a8cfb49b0957,ETH
0x11e53d9c777d771094dd0428ad268e9a21f74214,ETH
0xf5c3705136674c3f0cb2bc72a3e707ea9b91d95f,ETH
0x6bc5625989674f60dcd7de0011ed12454e14ee4d,ETH
0x8eb4cdedbbc8d292376f634e3d57c8083b3a3f23,ETH
0x358e073c601ff1aa25bef7ffde08a55d99cd722b,ETH
0x8669e32873299e88067ee9350786cbb7c530f033,ETH
0x87b090e78b4e5cc7a21c5f975d05dbdc7297adda,ETH
0x38ebfe8349987f3f51b6f3913f6980bbfdddaaf9,ETH
0x4c002223d3d43b2ac446919c9bcb32933184f1e7,ETH
0x494b5fdfb3c314c2c8caa75c8cdc311a82e3982b,ETH
0x99db8ce03fed707f43271d38c74f9f9ecbda74ab,ETH
0x0c7a9b73476685d90bdbb228b4494d75c6023f45,ETH
0x26e5705063f991d9e1bd651c9757d9393b272e67,ETH
0x6c0c884f6fc03ea7dbef6a5e8fc40a7f62cf43cf,ETH
0xe6af4c0f78f83bf5efd54958b78534ecd0c61d9c,ETH
0xae9ef9c8597d684fb50e6b6855c954a8ceea77b8,ETH
0xc96756f4280e27cc3eae2f63d5798e7abedac47e,ETH
0x01b6375287e7e57dd3a2f2aeea3044586d7be81d,ETH
0x672f2e6604d6722511f77bd07cf48eeca23ab656,ETH
0x09105dabfcd32b5b9cf3c5c11d03a9257de32771,ETH
0x656d08e56b922d0ff28bff23ff8692160c599601,ETH
0x675dc6428f1f2cd5694173e23f98d2871af4334a,ETH
0x9f6ee766cab56233c9709fb7745b5f08ae275b3a,ETH
0xac2e2cb9d13d387e3bccb8a536d02793956cbfee,ETH
0x90682c671f7637003d45e59f12060c30547f813f,ETH
0x48eb44a6ff7957b2598074a68be3d90f55916565,ETH
0x494aa37543120d2ffcf4201a138d0c18445071c6,ETH
0x58b79eac7079ccbe91437f54067b03cb85225023,ETH
0x769759fb77f123e19e5e4d100237a78d96e476ba,ETH
0xd0be9785eb163bb2597254cbc7b85eb1fcd4a5e2,ETH
0x121fbb25555bf79507f710f3e75f50cf082c5045,ETH
0x162245ddaa2650e59e3c08688986501729c90a65,ETH
0x118048f1b4b58ca24b1aabe9fd6b94b8e7999de2,ETH
0x4b4e5c37ac78ba0bc2a2259dad1b0d2c5d753600,ETH
0x28d4990936d76999ba1baedac76cbae749dc5f46,ETH
0x09cee381ba5d0523bf2a2966d26fcb73065d967d,ETH
0xbbf0dd38da8ad2ef7ec8aeb39fcbcc085db76ffe,ETH
0x66be1244007b45ec02730f49fb8b8ceb08aefe34,ETH
0x5db498fe2433b7b5663417023111dcf8abd432cd,ETH
0xdf887015c951c5b5656718ff3394a89f8db08cde,ETH
0xc348cfed00ad5fa091ae72c152931875ac5f5518,ETH
0xf2b0101842cd4520cfeb1f0b82a8d48f9a08403b,ETH
0x392ae76b13714bede5d4ced86240f0e12efcb80b,ETH
0x14c8ca1ff339e4134b3cb179ede0d4043f6188a7,ETH
0x646b52ea973ea56a884e00a310b7cfea4b66f5dd,ETH
0x3b052e4804147a1d7ef2a635e447f0145f64af7f,ETH
0x1c48f4f7b5ab3fca523b48eda5ddfb4cf1e6bc3e,ETH
0x27340414014152cff26cff81f51c004fa0a1dbb2,ETH
0x74b2a2fded4f58e277ccd2de1427b236039e3a3a,ETH
0x95839cf4cdad097bae4c018b5228758c79dcef21,ETH
0x65781bc9be0661552b3168abddd36882b238b47f,ETH
